creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_numberOfBedrooms,fact_livingSpace,fact_numberOfFloors,availability,fact_availability,plotSpace,fact_plotSpace,lon,lat,price_m2
2025-11-14 20:11:00+00:00,2025-12-03 14:46:20.533000+00:00,Lyon 7ème,69007,FRA,Point,"[4.852102850230215, 45.75212550188244]","302 rue Garibaldi, LYON 7, au pied du métro Garibaldi, proche commerces, dans résidence avec gardien, piscine et tennis, joli T2 de 52.41m2 au 13ème étage avec ascenseur et comprenant un hall, cuisine équipée neuve( plaques vitrocéramique, hotte, four électrique) séjour parquet - une chambre parquet- salle de bains neuve et wc. 1 balcon fermé. 1 cave N°43(1er sous-sol).
1 place de parking N°487,en sous-sol A PRENDRE AVEC L'APPARTEMENT : 68 euros/mois.
Chauffage collectif, eau chaude collective, eau froide collective.
Libre de suite.
DPE : E
Loyer de base : 676,09 euros
Loyer majoré de 20% : 812,36 euros
Merci de déposer votre dossier en ligne sur le site de l'agence oralia avant toute visite. 
 Loyer de 907,00 euros par mois charges comprises dont 122,00 euros par mois de provision pour charges (soumis la régularisation annuelle). 
 Les honoraires charge locataire sont de 681,33 euros ( soit 13,00 euros/m² ) dont 157,23 euros pour état des lieux ( soit 3,00 euros/m² ). 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 900 et 1250 euros. Prix moyens des énergies indexés en 1971. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 785 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 807,114 euros",Appartement,Appartement à louer,"['2 pièces', '52,4 m²', '13ème étage']",907.0,seloger,253NWDKIQWPG,2.0,,52.4,13.0,2 pièces,,"52,4 m²",13ème étage,,,,,4.852102850230215,45.75212550188244,17.0
2025-10-30 02:47:00+00:00,2025-11-29 03:41:08.998000+00:00,Lyon 4ème,69004,FRA,Point,"[4.8393344, 45.7759498]","GRAND APPARTEMENT 6 PIÈCES
Venez découvrir cette colocation de 5 chambres de 98 m² localisée au 16 Cours d'Herbouville (Lyon).

 LA CHAMBRE
La chambre 3 de 10m2 est située au fond du couloir sur la gauche à côté de la salle de bain 1. Cette chambre est équipée d'un lit double, d'un bureau, d'une chaise et d'un placard de rangement.

LES ESPACES COMMUNS
Les parties communes de cette colocation comportent un espace salon avec canapé, table à manger, fauteuil et tables basses et une cuisine ouverte.
La cuisine est entièrement équipée et fonctionnelle : four, plaques de cuisson, lave vaisselle, frigo, micro-ondes, rangements, etc.
Deux salles de bains : la première avec douche et meuble vasque et la deuxième avec baignoire, meuble vasque et machine à laver ainsi que des WC séparés viennent compléter ce logement.
Last but not least : un grand cellier avec rangements est présent au niveau de l'entrée (sur la gauche) !

 LES EXTÉRIEURS
Le bâtiment est équipé d'un digicode.

 LE QUARTIER
Cette colocation se trouve à moins de 15 minutes à pied du quartier dynamique et commerçant de Croix Rousse ou se situe également l'arrêt de métro desservi par la ligne C. Cette ligne de métro permet de rejoindre rapidement l'arrêt Hotel de Ville desservi par la ligne A. De nombreuses lignes de bus dont les lignes au services renforcées 1/ 4/ 5/ 6 et 13 circulent dans un rayon de 300 mètres autour du logement.
——
Bail individuel à la chambre. Pas de caution solidaire. Chacun est libre de partir quand il veut sans se soucier des autres colocs, dès le moment où il respecte un mois de préavis. Eligible aux APL.
 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL5950E
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",Chambre en colocation appartement meublé,Appartement à louer,"['7 pièces', '6 chambres', '98 m²', '3ème étage']",617.0,seloger,25VVX68ZH574,7.0,6.0,98.0,3.0,7 pièces,6 chambres,98 m²,3ème étage,,,,,4.8393344,45.7759498,6.0
2025-10-26 02:46:00+00:00,2025-11-29 03:41:09.570000+00:00,Lyon 9ème,69009,FRA,Point,"[4.807753, 45.7742405]","GRAND APPARTEMENT 4 PIÈCES
À deux pas du métro Valmy D, découvrez au 33 Grande Rue De Vaise (Lyon, 69009) cette colocation de 3 chambres de 92 m².

LA CHAMBRE
La chambre 1 met à disposition dans tout le confort nécessaire (lit double, bureau & chaise, plusieurs lampes) dans un bel espace plein de charme et cosy. 
Le lit double est légèrement isolé du reste de la chambre, ce qui permet de scinder cette belle chambre en 2 espaces distinct.

LES ESPACES COMMUNS 
La cuisine dispose d'un lave-vaisselle outre les classiques fours, plaques de cuisson et micro-onde. A noter que le frigo dispose d'un assez grand espace congélateur. Le tout est bien agencé et lumineux. 
Le coin salon est cosy (grande télévision et canapé), la déco est chaleureuse. Il y a 3 chambres dont une avec sa salle de bain et une salle d'eau commune avec une belle douche.
Il est situé au 1er étage d'une résidence.

LE QUARTIER
Côté transports en commun, il y a 3 lignes de bus, deux gares (Lyon Vaise et Lyon Gorge de Loup) ainsi que la ligne de métro D (Valmy) à moins de 10 minutes.
Des autoroutes et la nationale N6 sont accessibles à moins de 9 km.

 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL0577B
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 1165 euros par an.
Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)",Chambre en colocation appartement meublé,Appartement à louer,"['4 pièces', '3 chambres', '92 m²', '1er étage']",688.0,seloger,25EMCPFG7P1V,4.0,3.0,92.0,1.0,4 pièces,3 chambres,92 m²,1er étage,,,,,4.807753,45.7742405,7.0
2025-12-05 09:45:00+00:00,2025-12-08 17:55:17.744000+00:00,Lyon 1er,69001,FRA,Point,"[4.8279511, 45.7711304]","Situé sur les pentes entre le plateau de la Croix-Rousse et Lyon 1er
Un joli loft de 34m2, sur 2 niveaux et entièrement meublé
Salon cuisine toilette en bas
Mezzanine chambre et salle de bain en haut
Local technique-buanderie: machine à laver, rangement vélo,..
Au rez-de-chaussée d'un immeuble avec  entrée sécurisée ( vidéophone, badge)
7 à 10 minutes à pieds de la presqu'île et du plateau de La Croix-Rousse, de tout les commerces, les transports en commun et des animations.
lien visite virtuelle ?m=EnPW2U3YYEs",Théâtre antique,Loft à louer,"['2 pièces', '1 chambre', '34 m²', 'RDC']",1150.0,seloger,25UXQRWVZ41Q,2.0,1.0,34.0,,2 pièces,1 chambre,34 m²,RDC,,,,,4.8279511,45.7711304,34.0
2025-12-02 15:10:00+00:00,2025-12-10 00:21:22.073000+00:00,Lyon 1er,69001,FRA,MultiPolygon,"[[[[4.83963, 45.76861], [4.83976, 45.76627], [4.83048, 45.76471], [4.82706, 45.76773], [4.81844, 45.76696], [4.81517, 45.76773], [4.81287, 45.7713], [4.8238, 45.77373], [4.83469, 45.77455], [4.83516, 45.77552], [4.83987, 45.77331], [4.83963, 45.76861]]]]","Lyon 1er dans les traboules de Lyon.
 Bail meublée.
 Appartement entièrement refait à neuf et isolé.
 T2 de 53,62m2 au 2 ème étage sans ascenseur.
 Entrée avec placard, très belle cuisine meublée entièrement équipée, séjour meublée avec 2 fenêtres avec vue dégagée, 1 chambre avec placard, salle d'eau avec ouverture wc japonai, buanderie. 
 Comme sur les photos  pour le mobilier.
 À prévoir son électricité de tous les jours son chauffage energie indiv électrique, internet la fibre dans la résidence.
    Les charges elles comprennent, eau froide, taxe ordures ménagères, parties communes.
 Libre à partir de décembre 2025.",T2 meublée 7 rue Terme 69001,Appartement à louer,"['2 pièces', '1 chambre', '53 m²', 'Étage 2/5']",1070.0,seloger,2546TSZF5ZMG,2.0,1.0,53.0,25.0,2 pièces,1 chambre,53 m²,Étage 2/5,,,,,4.82849578233872,45.770104610771675,20.0
2025-12-03 07:36:00+00:00,2025-12-09 08:05:15.077000+00:00,Lyon 3ème,69003,FRA,Point,"[4.8928646, 45.7422301]","1 chambre(s) libre(s) dans une colocation de 1 chambres dans un appartment de 170m2

Colocation meublée !
--
Tous nos appartements sont situés en centre-ville et proches de toutes
commodités et transports en communs (Métro, Tramway et Bus).
--
Cette superbe chambre en colocation, meublée, équipée et tout inclus à Lyon unit confort et design. Elle offre de nombreux équipements comme un lit confortable et hypoallergénique avec couette et oreillers. Ne vous manque plus à apporter que vos vêtements pour y vivre ! La chambre possède un cadenas si besoin. Le logement est localisé dans le quartier Monchat, en plein coeur de Lyon. De nombreux commerces, transports publics, restaurants sont situés à proximité. La colocation est à l'étage 0 sans ascenseur. Elle est prête-à-vivre et propose une cuisine complètement équipée avec frigo, poêles, casseroles, vaisselle, bouilloire, ustensiles, micro-ondes… Ainsi que lave-linge, tancarville, fer à repasser, planche à repasser. Tout le nécessaire pour le ménage est sur place au sein de cette colocation : balai, balai-brosse, aspirateur, seau et serpillère… Chaque colocation meublée Joivy inclut toutes les charges : eau, assurance habitation, charges de copropriété, taxe sur les ordures, wifi illimité, électricité.
Toutes nos chambres sont entièrement meublées (lit, bureau, penderie,
couette, oreillers…).
--
Tous nos appartements sont entièrement équipés (lave-linge, vaisselle,
décoration…) par nos équipes, qui se chargent également de la maintenance
technique et matérielle.
--
Durée minimum de séjour : 1 mois
Appartement éligible à la CAF jusqu'à 258€ / mois. La CAF pour Caisse
d'allocations familiales est un service public gratuit et français éligible
pour tous,y compris les étranger et qui peut vous aider financièrement à
payer une partie de votre logement en fonction de votre situation que vous
soyez français ou étranger. Pour connaître le montant potentiel de votre
aide, rendez-vous sur le site de CAF et complétez l'estimation en ligne des
APL (aide pour le logement).
Frais de services : à partir de 390€
Les frais de services couvrent l'écriture du bail mais également
l'assistance tout au long de votre séjour. Les frais de services couvrent
ainsi la réparation et l'entretien du matériel ainsi que l'accès à notre
support ultra réactif en cas de besoin d'intervention dans votre logement.
Caution : 900€
--
Nous accueillons principalement des étudiants ou des jeunes actifs français
ou étrangers de 18 à 35 ans. Notre objectif est de faciliter l'accès à un
logement meublé et parfaitement équipé et de vous permettre de faire de
belles rencontres. Nos locataires sont de toute origine et toute culture !

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Chambre dans une colocation de 170m2,Studio à louer,"['1 pièce', '1 chambre', '170 m²', 'RDC']",375.0,seloger,25JPZBDBYRN8,1.0,1.0,170.0,,1 pièce,1 chambre,170 m²,RDC,,,,,4.8928646,45.7422301,2.0
2025-11-10 15:29:00+00:00,2025-11-18 01:17:02.392000+00:00,Lyon 1er,69001,FRA,Point,"[4.8357976, 45.773527]","Plusse vous propose un charmant appartement meublé de 49 m2 situé en plein coeur du quartier de la Croix-Rousse, au 7 rue Bodin.

Niché sur les hauteurs de Lyon, le quartier de la Croix-Rousse est connu pour son atmosphère unique mêlant esprit village, histoire des Canuts et vie culturelle bouillonnante. Ce quartier authentique et vivant séduit autant les familles que les jeunes actifs grâce à ses ruelles pittoresques, ses traboules mystérieuses et ses superbes panoramas sur toute la ville.
Vous apprécierez la proximité immédiate de toutes les commodités et des transports en commun (métro C, nombreuses lignes de bus), qui permettent de rejoindre facilement le centre-ville et les autres arrondissements lyonnais.

[Disponible : 2025-11-01 ]

Cet appartement spacieux et plein de cachet, réparti sur deux niveaux, offre une ambiance authentique et des volumes généreux, idéals pour ceux qui recherchent un logement avec du caractère.
- Au rez-de-chaussée, vous trouverez une grande cuisine ouverte, conviviale et parfaitement équipée avec four, micro-ondes, machine à café, hotte, plaques de cuisson et de nombreux rangements pratiques. Elle s'ouvre directement sur un espace salle à manger, équipé d'une grande table, parfait pour partager des repas dans une atmosphère chaleureuse.
- À côté, un coin salon lumineux vous accueille avec un canapé, une table basse et une télévision. Les fenêtres apportent une belle lumière naturelle et mettent en valeur le charme de l'ancien : parquet, hauteur sous plafond et éléments d'époque.
- Une salle d'eau fonctionnelle, ainsi que des toilettes séparées, complètent ce niveau et assurent tout le confort nécessaire au quotidien.
- À l'étage, un escalier intérieur mène à une pièce polyvalente, qui peut facilement être transformée selon vos besoins : espace détente, coin lecture ou rangements supplémentaires.
- Un peu plus loin, une chambre agréable vous offre un espace nuit calme et paisible.
- Enfin, une dernière pièce libre, actuellement aménagée avec un bureau et une grande bibliothèque, peut servir de pièce de travail, de dressing, ou être réaménagée selon vos envies. L'ensemble de l'étage conserve une atmosphère simple et authentique, laissant place à de multiples possibilités d'aménagement.

[Transports]
Entre le Plateau de la Croix-Rousse et les pentes, l'appartement bénéficie d'une excellente desserte en transports en commun, facilitant les déplacements dans toute la ville :
- À 2 minutes à pied de l'arrêt de bus “Mairie du 4e – Croix-Rousse”, desservi par plusieurs lignes majeures comme le C13 (direction Grange Blanche / Montessuy Gutenberg), le C18 (direction Hôtel de Ville / Croix-Rousse Nord) ou encore la ligne S6. Ces lignes permettent de rejoindre rapidement le centre-ville, la Presqu'île, Part-Dieu ou encore d'autres quartiers résidentiels de Lyon.
- À 5 minutes à pied de la station de métro Croix-Rousse (ligne C), reliant directement Hôtel de Ville en quelques minutes et offrant une correspondance facile avec les autres lignes de métro et tramways lyonnais. Cette ligne est idéale pour rejoindre rapidement le centre sans avoir besoin de voiture.
- De nombreux arrêts de bus supplémentaires se trouvent à proximité immédiate, notamment les lignes locales et scolaires, permettant de se déplacer facilement dans tout le 4e arrondissement et vers les arrondissements voisins.

[Loyer - Caution - frais]
Honoraires à la charge du locataire : 637 €TTC dont 147€ pour les frais d'état des lieux et 490 pour les frais de visites, constitution du dossier et rédaction du bail
Dépôt de garantie : 2110 €
Montant du loyer charges comprises : 1095 € / mois comprenant:
Montant des charges : 40 € / mois - Provision pour charge
?Loyer hors charges : 1055
Montant du loyer de référence majoré = 936.9€
Montant du loyer de base = 936.9€ / mois

Charges incluses : Entretien des parties communes, Taxe d'enlèvement des ordures ménagères
Charges NON incluses : eau chaude et froide, électricité, internet, chauffage

[Performance énergétique]
Classement du logement en matière de performance énergétique : D : de 151 à 230 - D - 245 kWhEP/m².an
Classement du logement en matière d'émissions de gaz à effet de serre : B : de 6 à 10 - B - 7 kg éqCO2/m².an

À saisir rapidement !

Société PLUSSE SAS - ??Numéro SIRET : 84888128000012 - Numéro RCS Lyon B 848 881 280
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",7 rue Bodin Lyon 69001 - T2 Meublé - 1095 €CC,Appartement à louer,"['2 pièces', '1 chambre', '49 m²', '1er étage']",1095.0,seloger,25GTCVL6STX3,2.0,1.0,49.0,1.0,2 pièces,1 chambre,49 m²,1er étage,,,,,4.8357976,45.773527,22.0
2025-11-20 08:15:00+00:00,2025-12-10 01:17:02.513000+00:00,Lyon 3ème,69003,FRA,Point,"[4.8548373, 45.7532712]","## Space

 Nichée au 3 € étage d'un grand appartement moderne de 85 m² avec ascenseur, cette chambre privée d'environ 10 m² offre un cadre de vie paisible et chaleureux, idéal pour les étudiants, jeunes actifs ou voyageurs souhaitant séjourner à proximité du centre de Lyon. L'appartement allie confort, espace et modernité, au cœur d'un quartier agréable et parfaitement desservi.

 Situé dans le 3 € arrondissement de Lyon, vous profiterez d'un environnement calme et pratique, avec de nombreux commerces, restaurants et transports à quelques pas seulement.

 Votre chambre privative comprend :

 Un lit double confortable
 Un bureau avec espace de travail
 Des rangements pratiques

 Les pièces communes à partager :

 Un séjour convivial avec canapé, table à manger pour 4 personnes, table d'appoint et espace détente.
 Une cuisine ouverte entièrement équipée : réfrigérateur, lave-vaisselle, micro-ondes, machine à café, bouilloire, grille-pain, plaque de cuisson, hotte et petite table bar.
 Une salle de bain avec baignoire, lavabo et lave-linge, ainsi qu'un WC séparé pour plus de confort.

 Les atouts de cet appartement :

 Connexion Internet haut débit incluse.
 Draps et serviettes de qualité fournis.
 Appartement lumineux et calme.
 Accès rapide au centre de Lyon grâce aux transports en commun à proximité directe.
 Quartier vivant, agréable et bien desservi.

## Access

Vous aurez accès à votre chambre privée ainsi qu'à tous les espaces communs de l'appartement (salon, cuisine, salle de bain).

## Interaction

L'équipe Checkmyguest reste disponible par téléphone ou message de 9h à 23h pour toute question.
Nous mettons tout en œuvre pour rendre votre séjour agréable, fluide et confortable.

## Neighborhood

L'appartement est idéalement situé dans le 3 € arrondissement de Lyon, un quartier dynamique, résidentiel et central, parfait pour profiter pleinement de la ville.
À quelques minutes à pied, vous trouverez :

 Boulangeries, supermarchés et commerces de proximité
 Restaurants et cafés pour tous les goûts
 Parcs et espaces verts pour se détendre après une journée bien remplie

Quelques adresses à découvrir :

 Brasserie Georges – institution lyonnaise, cuisine traditionnelle et ambiance conviviale
 Tranche : €€

 Le Temps d'un Café – restaurant chaleureux avec terrasse, idéal pour bruncher ou déjeuner entre amis
 Tranche : €

 Matsuri Lyon Félix Faure – restaurant japonais avec sushi-bar, à quelques pas de l'appartement
 Tranche : €€

## Transit

L'appartement bénéficie d'un emplacement privilégié pour vos déplacements dans Lyon et ses environs :

 Métro ligne D – Garibaldi à quelques minutes à pied (accès direct au centre-ville et à la gare Part-Dieu)
 Tramway T3 et T4 à proximité
 Plusieurs lignes de bus desservent le quartier
 Accès facile au périphérique pour rejoindre rapidement les différents quartiers de la ville
 Aéroport Lyon-Saint-Exupéry accessible en transport ou via la navette Rhônexpress depuis Part-Dieu

## Notes

Cette réservation implique le versement d'une caution ainsi que la signature d'un contrat. Ces dispositions garantissent la sécurité et la transparence de votre séjour (tous les détails seront précisés lors de la réservation).

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Appartement de 85m2,Appartement à louer - logement étudiant,"['1 pièce', '1 chambre', '85 m²', '3ème étage']",722.0,seloger,25RFJ8CMZPEQ,1.0,1.0,85.0,3.0,1 pièce,1 chambre,85 m²,3ème étage,,,,,4.8548373,45.7532712,8.0
2025-11-17 21:14:00+00:00,2025-12-06 16:15:07.533000+00:00,Lyon 8ème,69008,FRA,Point,"[4.86208, 45.741291]","APPARTEMENT SITUE RUE MARIUS BERLIET - RESIDENCE LE TOUCAN - LOGEMENT DE TYPE DEUX COMPRENANT : ENTREE 
SEJOUR OUVRANT SUR BALCON - CUISINE - CHAMBRE AVEC PLACARDS - SALLE DE BAINS - WC INDEPENDANTS
CHAUFFAGE ET EAU CHAUDE INDIVIDUELS PAR CHAUDIERE MIXTE AU GAZ - EAU FROIDE COLLECTIVE SELON INDEX AU COMPTEUR - EQUIPEMENTS AUTRES : VITRAGES ISOLANTS - VOLETS - RACCORDEMENT MACHINE A LAVER - VMC 
ANNXES : GARAGE - CAVE
EQUIPEMENTS AUTRES : ASCENSEUR - INTERPHONE A DEFILEMENT - DIGICODE - ESPACES VERTS
LOYER DE REFERENCE : 721.66€ - LOYER MAJORE : 868.16€. 
 Loyer de 889,00 euros par mois charges comprises dont 71,00 euros par mois de provision pour charges (soumis la régularisation annuelle). 
 Les honoraires charge locataire sont de 705,38 euros ( soit 13,00 euros/m² ) dont 162,78 euros pour état des lieux ( soit 3,00 euros/m² ). 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 670 et 1000 euros. Prix moyens des énergies indexés en 2021. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 818 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 868,16 euros",Appartement,Appartement à louer,"['2 pièces', '1 chambre', '54,3 m²', 'Étage 4/8']",889.0,seloger,25PSQ5YD8H7H,2.0,1.0,54.3,48.0,2 pièces,1 chambre,"54,3 m²",Étage 4/8,,,,,4.86208,45.741291,16.0
2025-12-03 21:12:00+00:00,2025-12-09 21:31:26.565000+00:00,Lyon 8ème,69008,FRA,MultiPolygon,"[[[[4.85371, 45.72977], [4.85448, 45.71899], [4.84923, 45.71884], [4.8472, 45.72545], [4.84856, 45.73752], [4.85723, 45.74146], [4.85991, 45.74955], [4.89188, 45.7391], [4.88677, 45.72949], [4.88756, 45.72035], [4.88605, 45.7215], [4.88087, 45.72174], [4.86237, 45.72694], [4.85981, 45.73072], [4.85371, 45.72977]]]]","Nous vous proposons VIENNE un appartement non meublé, au rez-de-chaussée situé au 257 Route de Vienne.
 VIENNE, bénéficie d'une superficie de 21,55 m². Il se compose d'une pièce à vivre et un salle d'eau avec un WC. Vous disposez également d'une terrasse.
 DPE E - GES B
 Chauffage individuel éléctrique - eau froide individuelle - eau chaude individuelle.
 Loyer : 540 € HC Provisions sur charge avec régularisation annuelle incluant la taxe d'ordure ménagère: 25 €/mois.
 Loyer CC: 565 €/ mois. Dépôt de garantie : 540 €
 Honoraires d'agence : 280,15 € TTC (recherche, constituton de dossier, rédaction du bail, visite, état des lieux d'entrée).
 Déposez préalablement votre dossier de candidature au lien suivant pour réaliser une visite!  Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  Agence immobilière enregistrée RCP de Lyon sous le N° 895 305 621 N° Carte professionnelle N° 6901 2021 000 000 060.",""" VIENNE "" - APPARTEMENT 1 PIECE",Appartement à louer,"['1 pièce', '21 m²', 'RDC']",565.0,seloger,25RVUNV3R7LR,1.0,,21.0,,1 pièce,,21 m²,RDC,,,,,4.868978497660917,45.73400638695684,27.0
2025-12-04 01:05:00+00:00,2025-12-04 01:11:20.319000+00:00,Lyon 9ème,69009,FRA,Point,"[4.801876, 45.766659]","Disponible au 02/01/2026. Déposez votre dossier directement sur notre site internet cesaretbrutus.com.

Nous vous proposons cet appartement T3 meublé de 64 m² situé au 3ème étage du 15 Rue Sergent Michel Berthet dans le 9ème arrondissement de Lyon.

L'appartement est composé d'une entrée, d'une spacieuce pièce de vie avec une salle a manger, une cuisine ouverte, aménagée et équipée (four, plaques de cuisson, hotte, lave vaisselle, réfrigérateur, micro ondes) et un séjour ainsi que de deux chambres dont une avec placard, d'une salle d'eau et d'un WC séparé.

Chauffage et eau chaude collectifs. Eau froide collective.

ZONE SOUMISE À L'ENCADREMENT DES LOYERS, loyer médian : 12,30 euros/m², loyer majoré : 14,80 euros/m², complément de loyer : 0 euros.

Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr.",T3 MEUBLE - 64 m2 - 69009 LYON,Appartement à louer,"['3 pièces', '2 chambres', '64 m²', 'Étage 3/3']",989.0,seloger,25CUESYHMESK,3.0,2.0,64.0,33.0,3 pièces,2 chambres,64 m²,Étage 3/3,,,,,4.801876,45.766659,15.0
2025-12-05 01:55:00+00:00,2025-12-09 03:21:15.021000+00:00,Lyon 7ème,69007,FRA,Point,"[4.8361778, 45.7428201]","Jean Macé - Appartement de type 3 de 77.99m²  situé rue Lortet à Lyon 7 , à proximité du métro B et du tram T2 (entre les stations Jean Macé et Jean Jaurès), et à seulement 5 minutes à pied de l'arrêt de bus C7 (Lortet) ainsi que des commerces.

Situé  au 4ème étage avec ascenseur il se compose d'un hall d'entrée avec placard, d'un séjour double donnant sur un balcon  , d'une cuisine simple semi ouverte, de deux chambres, d'une salle de bain et de wc séparés.
Vous bénéficiez d'un garage fermé avec cet appartement,

Le chauffage et l'eau chaude sont individuels au gaz, l'eau froide et l'entretien chaudière sont collectifs ( inclus dans les charges)

Ancienne version du DPE : « DPE C - GES D »
Nouvelle version en cours d'actualisation

Ce logement est éligible au dépôt de garantie simplifié avec DepoZen.

Zone soumise à encadrement des loyers : Oui
Loyer de base : 928.08€
Loyer de référence majoré (loyer de base à ne pas dépasser) :1115.26 €
""Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
 Loyer de 1 085,00 euros par mois charges comprises dont 85,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).
 Les honoraires charge locataire sont de 1 013,87 euros ( soit 13,00 euros/m² ) dont 233,97 euros pour état des lieux ( soit 3,00 euros/m² ).
DPE ANCIENNE VERSION.",Appartement récent,Appartement à louer,"['3 pièces', '2 chambres', '77 m²', '4ème étage']",1085.0,seloger,25KRMH8FGBZG,3.0,2.0,77.0,4.0,3 pièces,2 chambres,77 m²,4ème étage,,,,,4.8361778,45.7428201,14.0
2025-11-17 20:42:00+00:00,2025-12-05 13:40:10.598000+00:00,Lyon 3ème,69003,FRA,Point,"[4.851908, 45.752339]","Appartement 3 pièces meublé Lyon 3ème - Oralia vous propose la location au 65 Cours Gambetta Lyon 3ème un appartement meublé de 74,10 m2 situé au 3ème étage avec ascenseur.
Il est composé d'une entrée, un séjour, une cuisine équipée et meublée, deux chambres, un cellier , une salle de bains, et des toilettes séparés.

L'appartement bénéficie d'un balcon et d'un garage en sous-sol.

Chauffage : Individuel gaz
Eau chaude : Individuelle gaz
Eau froide : Individuelle

IMPORTANT ! Pour vous permettre de visiter le bien ; il convient de déposer votre dossier au préalable sur  ; lien directement sur l'annonce. 
 Loyer de 1 371,00 euros par mois charges comprises dont 75,00 euros par mois de provision pour charges (soumis la régularisation annuelle). 
 Les honoraires charge locataire sont de 815,10 euros ( soit 11,00 euros/m² ) dont 222,30 euros pour état des lieux ( soit 3,00 euros/m² ). 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 950 et 1330 euros. Prix moyens des énergies indexés en 2021. Zone soumise encadrement des loyers. Le loyer de base du bien proposé est de 1296 euros, le loyer de référence majoré (fixé par arrêté préfectoral) est de 1296,75 euros",Appartement,Appartement à louer,"['3 pièces', '2 chambres', '74,1 m²', '3ème étage']",1371.0,seloger,25D6LG4JW2A1,3.0,2.0,74.1,3.0,3 pièces,2 chambres,"74,1 m²",3ème étage,,,,,4.851908,45.752339,19.0
2025-09-11 14:00:00+00:00,2025-12-06 08:21:09.113000+00:00,Lyon 3ème,69003,FRA,Point,"[4.89024359022973, 45.74985070786295]","26, rue Ferdinand Buisson 69003 Lyon, au cœur du quartier résidentiel et tranquille de Montchat, à 2 pas de la place du Château, très bel appartement 5 pièces triplex d’une surface de 123,36 m² comprenant au rez-de-chaussée, entrée avec placard équipé, chambre avec placard équipé et salle d’eau avec douche et Wc. Au 1er étage, séjour donnant sur une terrasse, et une cuisine équipée (meubles bas et hauts + plaque induction + hotte + four + frigo-congélateur + lave-vaisselle) donnant également sur la terrasse. Au 2e étage, 3 chambres dont une avec sa salle d’eau et un dressing avec branchements pour lave-linge, salle de bains avec baignoire et wc séparé. Le logement est loué avec une cave et une place de parking double en longueur. Badge électronique d’entrée, vidéophone, double vitrage, stores roulants électriques, chauffage individuel gaz au sol, fibre, orientation Est et Nord. Très bel appartement tout neuf, jamais, très lumineux et calme, idéalement situé au cœur de Montchat donc avec tous les commerces, écoles et transports à deux pas. Loyer principal : 1801,06 € (Loyer de référence majoré : 1801,06 €) + Complément de loyer : 428,94 € + Place parking double : 145,00 € + Charges : 15,00 €. Dépôt de garantie : 2375,00,00 €. Frais de location et d’état des lieux à la charge du locataire : 986,88 € TTC dont 370,08 € TTC de frais d’état des lieux à la charge du locataire. Visites accompagnées et sur rendez-vous uniquement. FD IMMOBILIER. Sarl au capital de 7700 € - RCS Lyon Siret n° 435 224 191 00013 - Code NAF 6831Z - Carte Professionnelle n° CPI 6901 2018 000 026 628 délivrée par la CCI Lyon Métropole Saint Etienne Roanne - RCP Allianz Iard Paris La Défense n° 49481563 - Non soumis à garantie financière - Tva intracommunautaire n°FR11435224191.","Location F5 Triplex - 26, rue Ferdinand Buisson 69003 Lyon",Triplex à louer,"['5 pièces', '4 chambres', '123,4 m²', 'RDC/2']",2390.0,seloger,25A46ISIKNKU,5.0,4.0,123.4,2.0,5 pièces,4 chambres,"123,4 m²",RDC/2,,,,,4.89024359022973,45.74985070786295,19.0
