creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,fact_numberOfRooms,fact_numberOfBedrooms,fact_livingSpace,fact_numberOfFloors,availability,fact_availability,plotSpace,fact_plotSpace,lon,lat,price_m2
2025-12-03 12:11:00+00:00,2025-12-03 12:16:14.406000+00:00,Lyon 9ème,69009,FRA,MultiPolygon,"[[[[4.81843, 45.79935], [4.81961, 45.79956], [4.82151, 45.79949], [4.82332, 45.79931], [4.82369, 45.799], [4.82521, 45.79874], [4.82783, 45.7998], [4.82892, 45.79988], [4.82982, 45.80044], [4.82986, 45.8009], [4.82866, 45.80086], [4.8287, 45.8015], [4.83021, 45.80145], [4.83357, 45.80048], [4.82812, 45.79892], [4.82548, 45.79778], [4.82096, 45.79406], [4.81466, 45.79102], [4.8103, 45.78737], [4.80966, 45.78789], [4.80785, 45.78821], [4.80688, 45.78808], [4.80605, 45.78758], [4.80509, 45.7876], [4.80498, 45.78847], [4.80443, 45.78927], [4.80131, 45.79133], [4.8027, 45.79197], [4.80311, 45.79136], [4.80498, 45.79008], [4.80705, 45.789], [4.80733, 45.78927], [4.80775, 45.78905], [4.80896, 45.792], [4.81423, 45.79441], [4.81476, 45.79491], [4.815, 45.79592], [4.81635, 45.79729], [4.81661, 45.79835], [4.81757, 45.79862], [4.81812, 45.79853], [4.81843, 45.79935]]]]","iad France - Léa Turmeau vous propose : LOCATION APPARTEMENT 2 PIECES AVEC TERRASSE ET GARAGE 

Situé en rez-de-chaussée d'un immeuble récent, au 172 rue de Saint Cyr à Lyon 9, cet appartement de 49,30 m² environ offre un cadre de vie agréable et fonctionnel. 
L'entrée mène directement à une cuisine ouverte sur un grand séjour lumineux. 
Le séjour donne accès à une vaste terrasse, idéale pour profiter d'un extérieur en toute tranquillité.
Le coin nuit comprend une salle d'eau avec WC, équipée d'une douche, ainsi qu'une chambre avec espace dressing. La chambre bénéficie également d'un accès direct à la terrasse.

Un garage fermé en sous-sol complète ce bien.

Le chauffage au gaz collectif est inclus dans les charges.

Loyer : 855 euros / mois
Honoraires locataire : 640,90 euros
Dépôt de garantie : 572,90 euros
Revenus nécessaires : 3 fois le montant du loyer, soit environ 2565 euros nets / mois

En sus des honoraires de location, une prestation d'état 
des lieux d'entrée sera réalisée et facturée au locataire par Homepilot à hauteur de 3 eurosTTC/m².

Information d'affichage énergétique sur ce bien : classe ENERGIE C indice 154 et classe CLIMAT C indice 29. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Léa Turmeau EI (ID 76787), mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Lyon sous le numéro 913290623, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS. Location non meublée. Charges locatives : 282 euros / mois. Dépôt de garantie : 573 euros. Honoraires TTC à la charge du locataire: 500 euros (soit 10.00 euros / m²). Le présent bien est commercialisé dans le cadre d'une délégation de mandat.",Location Appartement 2 pièces,Appartement à louer,"['2 pièces', '1 chambre', '50 m²', 'RDC']",855.0,seloger,25LKF3Q5V3Z3,2.0,1.0,50.0,,2 pièces,1 chambre,50 m²,RDC,,,,,4.8166358629431745,45.79432093605137,17.0
2025-11-27 09:48:00+00:00,2025-12-10 01:17:10.269000+00:00,Lyon 3ème,69003,FRA,Point,"[4.846271038, 45.76266861]","Rue Vendôme, au sein d'un bel immeuble ancien, appartement T2 bis rénové de 47.4m² comprenant une entrée, une belle pièce de vie avec une cuisine ouverte équipée, une chambre, un bureau/chambre d'enfant, et une salle d'eau et des toilettes séparés. Parfait état, traversant.
 Honoraire 474€ + 142€ Frais d'état des lieux / Zone soumise à l'encadrement des loyers: Loyer de référence médian: 595€HC / Loyé majoré: 714€HC/ complement de loyer : 279€HC
 La prise de rendez-vous s'effectue en ligne, merci de vous rediriger sur notre site IBT GESTION et de cliquer sur la rubrique ""prendre rendez-vous"", celle-ci se situe au niveau du descriptif de l'annonce . Il vous suffira de réserver votre créneau de visite ou de remplir le formulaire afin d'être placé sur la liste d'attente en attendant de recevoir une invitation. Les garants physiques couvrants 3X le montant du loyer sont obligatoires pour pouvoir visiter le logement.
 Nous ne prenons pas de dossier de candidature sans visite.

 Vous pouvez également nous contacter sur notre standard téléphonique pour plus d'informations.",69003 - 47.4m2,Appartement à louer,"['3 pièces', '2 chambres', '47 m²', '1er étage']",1018.0,seloger,259TFFIZG3R4,3.0,2.0,47.0,1.0,3 pièces,2 chambres,47 m²,1er étage,,,,,4.846271038,45.76266861,22.0
,2025-12-04 14:21:09.165986700+00:00,Lyon,69006,FR,Point,"[4.848085, 45.77499899999992]","T4 1er étage avec ascenseur. avec 3 chambres, une salle de bain , une salle d'eau et deux toilettes. dressing, cuisine équipée, garage et cave.",À propos de ce bien,Appartement à louer,"['4 pièces', '3 chambres', '112 m²', 'Étage 1/1']",2230.0,seloger,253PBBDKFNNS,4.0,3.0,112.0,11.0,4 pièces,3 chambres,112 m²,Étage 1/1,,,,,4.848085,45.77499899999992,20.0
2025-12-03 07:59:00+00:00,2025-12-09 08:31:09.595000+00:00,Lyon 3ème,69003,FRA,Point,"[4.8439855, 45.761972]","1 chambre(s) libre(s) dans une colocation de 1 chambres dans un appartment de 90m2

Colocation meublée !
--
Tous nos appartements sont situés en centre-ville et proches de toutes
commodités et transports en communs (Métro, Tramway et Bus).
--
Cette superbe chambre en colocation, meublée, équipée et tout inclus à Lyon unit confort et design. Elle offre de nombreux équipements comme un lit confortable et hypoallergénique avec couette et oreillers. Ne vous manque plus à apporter que vos vêtements pour y vivre ! La chambre possède un cadenas si besoin. Le logement est localisé dans le quartier Prefecture, en plein coeur de Lyon. De nombreux commerces, transports publics, restaurants sont situés à proximité. La colocation est à l'étage 2 sans ascenseur. Elle est prête-à-vivre et propose une cuisine complètement équipée avec frigo, poêles, casseroles, vaisselle, bouilloire, ustensiles, micro-ondes… Ainsi que lave-linge, tancarville, fer à repasser, planche à repasser. Tout le nécessaire pour le ménage est sur place au sein de cette colocation : balai, balai-brosse, aspirateur, seau et serpillère… Chaque colocation meublée Joivy inclut toutes les charges : eau, assurance habitation, charges de copropriété, taxe sur les ordures, wifi illimité, électricité.
Toutes nos chambres sont entièrement meublées (lit, bureau, penderie,
couette, oreillers…).
--
Tous nos appartements sont entièrement équipés (lave-linge, vaisselle,
décoration…) par nos équipes, qui se chargent également de la maintenance
technique et matérielle.
--
Durée minimum de séjour : 1 mois
Appartement éligible à la CAF jusqu'à 258€ / mois. La CAF pour Caisse
d'allocations familiales est un service public gratuit et français éligible
pour tous,y compris les étranger et qui peut vous aider financièrement à
payer une partie de votre logement en fonction de votre situation que vous
soyez français ou étranger. Pour connaître le montant potentiel de votre
aide, rendez-vous sur le site de CAF et complétez l'estimation en ligne des
APL (aide pour le logement).
Frais de services : à partir de 790€
Les frais de services couvrent l'écriture du bail mais également
l'assistance tout au long de votre séjour. Les frais de services couvrent
ainsi la réparation et l'entretien du matériel ainsi que l'accès à notre
support ultra réactif en cas de besoin d'intervention dans votre logement.
Caution : 900€
--
Nous accueillons principalement des étudiants ou des jeunes actifs français
ou étrangers de 18 à 35 ans. Notre objectif est de faciliter l'accès à un
logement meublé et parfaitement équipé et de vous permettre de faire de
belles rencontres. Nos locataires sont de toute origine et toute culture !

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Chambre dans une colocation de 90m2,Studio à louer,"['1 pièce', '1 chambre', '90 m²', '2ème étage']",675.0,seloger,25DYSFUF9EY4,1.0,1.0,90.0,2.0,1 pièce,1 chambre,90 m²,2ème étage,,,,,4.8439855,45.761972,8.0
2025-10-27 18:10:00+00:00,2025-12-06 01:17:03.344000+00:00,Lyon 2ème,69002,FRA,Point,"[4.8328359, 45.7595445]","RUE EMILE ZOLA
Résidence située à deux pas de la Place Bellecour, proche de toutes commodités : transports, commerces, restaurants, etc..

T2 BIS DUPLEX de haut standing entièrement meublé de 72 m². Il se compose d'une entrée, d'une pièce de vie spacieuse et lumineuse avec parquet au sol, cheminée, ouverte sur une cuisine équipée (évier, plaque de cuisson, hotte, four, réfrigérateur, lave vaisselle, meubles de rangement, plan de travail) et WC séparés. A l'étage, vous profiterez également d'une chambre avec placard, d'une salle de bains (baignoire, meuble vasque, miroir, lave linge) et d'un espace bureau ou chambre enfant. Chauffage individuel électrique.

Complément de loyer : Logement entièrement rénové comprenant de très beaux volumes, avec parquet massif et pierres de taille Mobilier, équipements et éléments décoratifs de haut standing.

VALORITY ADB.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",T2 BIS DUPLEX MEUBLE à LYON 2,Duplex à louer,"['2 pièces', '1 chambre', '72 m²', '2ème étage']",1600.0,seloger,25ALL4UM9C3S,2.0,1.0,72.0,2.0,2 pièces,1 chambre,72 m²,2ème étage,,,,,4.8328359,45.7595445,22.0
2025-12-05 15:01:00+00:00,2025-12-05 19:26:16.641000+00:00,Lyon 5ème,69005,FRA,MultiPolygon,"[[[[4.82189, 45.76037], [4.82259, 45.76027], [4.82255, 45.75989], [4.82143, 45.7593], [4.82074, 45.75693], [4.81988, 45.75635], [4.81857, 45.75603], [4.81772, 45.75499], [4.81874, 45.75454], [4.81802, 45.75443], [4.8186, 45.75442], [4.81903, 45.75395], [4.81908, 45.75257], [4.81946, 45.75233], [4.8202, 45.75286], [4.82054, 45.75256], [4.818, 45.75113], [4.81713, 45.75111], [4.81569, 45.7506], [4.8165, 45.75172], [4.81564, 45.75076], [4.81455, 45.75079], [4.81364, 45.75157], [4.81406, 45.75335], [4.81244, 45.75471], [4.81313, 45.75545], [4.81448, 45.7552], [4.81525, 45.75569], [4.8159, 45.75568], [4.8154, 45.75615], [4.8163, 45.75682], [4.81519, 45.75733], [4.81538, 45.75765], [4.81388, 45.7587], [4.81416, 45.75892], [4.81473, 45.75851], [4.81503, 45.75864], [4.81425, 45.75933], [4.81985, 45.76066], [4.82189, 45.76037]]]]","Secteur Saint Just, esprit d'une maison de ville, beau T2 meublé en Duplex de 61,8m2 + cave chauffée en sous-sol directement accessible depuis l'appartement + grande terrasse. Il se compose d'une belle pièce de vie avec accès cave + une cuisine meublée et équipée, une chambre, salle de bains et WC. Belle et grande terrasse. Associées au logement 2 caves accessibles directement depuis l'appartement. Commerces / Funiculaire et bus à proximité. Appartement disponible immédiatement ! A voir sans tarder !!",Grand T2,Appartement à louer,"['2 pièces', '1 chambre', '70 m²']",1170.0,seloger,25JDSN55I1P7,2.0,1.0,70.0,,2 pièces,1 chambre,70 m²,,,,,,4.817259370248722,45.755853466316516,17.0
2025-10-05 15:52:00+00:00,2025-12-09 21:56:11.538000+00:00,Lyon 9ème,69009,FRA,MultiPolygon,"[[[[4.81036, 45.76018], [4.81238, 45.75868], [4.8051, 45.7603], [4.79996, 45.76355], [4.78673, 45.76416], [4.78697, 45.76565], [4.79057, 45.7679], [4.79114, 45.77137], [4.79515, 45.7758], [4.79119, 45.78142], [4.7921, 45.78652], [4.78568, 45.78582], [4.7841, 45.78781], [4.79053, 45.7909], [4.79417, 45.7894], [4.79747, 45.78986], [4.79664, 45.79149], [4.80245, 45.79198], [4.80775, 45.78905], [4.80896, 45.792], [4.81423, 45.79441], [4.81661, 45.79835], [4.81957, 45.79942], [4.82028, 45.80215], [4.82378, 45.80199], [4.82289, 45.80468], [4.82714, 45.80457], [4.83215, 45.80699], [4.83212, 45.80566], [4.8344, 45.80421], [4.83707, 45.80842], [4.83838, 45.80439], [4.84147, 45.80356], [4.84057, 45.80195], [4.83665, 45.79806], [4.82905, 45.7962], [4.82088, 45.79128], [4.8163, 45.78751], [4.80958, 45.77855], [4.80904, 45.77574], [4.81231, 45.77246], [4.81381, 45.76845], [4.81969, 45.76715], [4.81997, 45.76558], [4.81989, 45.76496], [4.81508, 45.76582], [4.81483, 45.76421], [4.81269, 45.76277], [4.81196, 45.76474], [4.80939, 45.76436], [4.81036, 45.76018]]]]","Maison d'architecte de 2014 meublée avec goût et qualité, en fond d'impasse
 Sur une parcelle de 760 m2, elle propose 2 niveauxhabitables, bassin de nage, garage, parkings extérieurs
 Séjour en parquets, cuisine magnifiquement équipée avec bar en marbre chauffant, bureau, suite parentale avec dressing et salle de bains, salle de sports
 A l'étage 4 chambres et 2 salles d'eau
 Grandes terrasses, qualité de vie indéniable à 2 pas des axes routiers, métro, vie lyonnaise, car proche des quais de Saône, sans bruit
 Le bail de location meublée est renouvelable 1 an
 Bonne isolation classée D
 Libre très rapidement
 Elisabeth Tapissier",Exceptionnelle maison meublée,Maison à louer,"['7 pièces', '5 chambres', '275 m²', '760 m² de terrain']",4250.0,seloger,253PBDDNEMQI,7.0,5.0,275.0,,7 pièces,5 chambres,275 m²,,,,760 m² de terrain,760 m² de terrain,4.808725473633798,45.78259137234013,15.0
2025-09-29 18:05:00+00:00,2025-12-05 09:15:11.240000+00:00,Lyon 6ème,69006,FRA,Point,"[4.850645, 45.7711507]","Venez découvrir ce spacieux et charmant cocon, situé dans le centre-ville de Lyon 6ème, pour un séjour inoubliable

Entièrement décoré avec goût et élégance, cet appartement situé à deux pas de la presqu'île lyonnaise en plein 6ème arrondissement est idéal pour les familles en quête de découverte, les groupes d'ami en quête d'aventures ou encore les professionnels en déplacement.

Ambiance détente pour un séjour inoubliable, c'est la promesse que nous vous faisons.
Accès des voyageurs
Les voyageurs ont accès au logement entier.
Autres remarques
Une fois la validation de votre réservation faite par notre équipe, nous vous enverrons quelques heures avant votre arrivée, un code secret permettant d'avoir accès au logement. Les arrivées se font de manières autonomes avec un boîtier à clé. Idem pour votre départ.",Spacieux et charmant 100m2 à 4 min,Appartement à louer,"['3 pièces', '2 chambres', '100 m²', 'dès le 11/01/2026']",4000.0,seloger,25ZC4WCCPR3H,3.0,2.0,100.0,,3 pièces,2 chambres,100 m²,,dès le 11/01/2026,dès le 11/01/2026,,,4.850645,45.7711507,40.0
2025-12-09 07:51:00+00:00,2025-12-09 07:55:15.382000+00:00,Lyon 7ème,69007,FRA,Point,"[4.8383577, 45.7342536]","Français, English below
 Super appartement de 55 m², parfaitement adapté pour deux étudiants, situé dans un quartier dynamique du 7 € arrondissement de Lyon, proche des universités, transports et services essentiels.

 Idéalement placé pour les étudiants

L'appartement bénéficie d'un emplacement stratégique, avec de nombreuses écoles et campus à proximité :

Universités & Grandes Écoles à moins de 10–15 min

Université Lyon 2 – Berges du Rhône (10 min à vélo / 15 min en transports)

Université Lyon 3 – Manufacture des Tabacs / Quais

ENS Lyon (campus Monod & Descartes)

INSA via tram + métro

Science Po Lyon

ISARA, ECEMA, ESCE, EPITECH, HETIC Lyon (accessibles rapidement en métro / tram selon campus)

 Transports

Le secteur est très bien desservi :

Métro B (station Jean Macé ou Place Jean Jaurès selon l'axe)

Tram T2 / T1

Nombreuses lignes de bus
? Accès facile aux campus, à Part-Dieu, Perrache et au centre-ville.

 L'appartement

55 m² lumineux

2 vraies chambres (idéal colocation)

Séjour convivial avec un balcon

Cuisine équipée

Salle de bains fonctionnelle

Résidence calme dans un quartier étudiant et agréable

Parfait pour deux colocataires cherchant un logement pratique, bien organisé et proche de tout.

 Le quartier

Un environnement vivant et rassurant, apprécié des étudiants :

Supermarchés, bars, cafés, restaurants

Bibliothèques et espaces pour travailler

Belle vie associative et culturelle

Proximité des berges du Rhône pour se détendre ou faire du sport
--
ENGLISH:
 English Version – For International Students
 Perfect 2-Bedroom Flatshare – 55 m² – Ideal for Students (Lyon 7th District)

 A bright and comfortable 55 m² apartment, perfectly suited for two students, located in the lively and student-friendly 7th district of Lyon, close to universities, public transport, and all essential amenities.

 Great for Students: Schools & Universities Nearby

The flat is conveniently located near several major higher-education institutions, including:

Lyon 2 University – Berges du Rhône campus

Lyon 3 University – Manufacture des Tabacs & Quais campuses

ENS Lyon

Sciences Po Lyon

ISARA, ECEMA, EPITECH, ESCE, and more schools easily reachable via metro or tram

 Public Transport

Excellent connections:

Metro line B

Tram lines T1 / T2

Several bus routes
? Quick access to all campuses, Part-Dieu station, the city center, and the Rhône riverbanks.

 Flat Description

Bright 55 m² apartment

Two real bedrooms (perfect for a flatshare)

Comfortable living room

Fully equipped kitchen

Practical bathroom

Quiet and secure residential building

 Neighborhood

Shops, cafés, restaurants, study-friendly spaces, cultural spots, and outdoor areas all within walking distance. A vibrant and convenient district, very popular among students.

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Appartement de 55m2,Appartement à louer,"['3 pièces', '55 m²', '5ème étage', 'dès le 23/12/2025']",1200.0,seloger,25Z142LCF3QJ,3.0,,55.0,5.0,3 pièces,,55 m²,5ème étage,dès le 23/12/2025,dès le 23/12/2025,,,4.8383577,45.7342536,22.0
2025-12-08 12:51:00+00:00,2025-12-08 12:56:20.249000+00:00,Lyon 7ème,69007,FRA,MultiPolygon,"[[[[4.84302, 45.75529], [4.84371, 45.75504], [4.84539, 45.75446], [4.8454, 45.75445], [4.84547, 45.75443], [4.84636, 45.75412], [4.847, 45.75391], [4.8478, 45.75363], [4.84799, 45.75356], [4.84902, 45.75321], [4.84917, 45.75247], [4.84918, 45.75245], [4.84919, 45.75243], [4.8492, 45.75241], [4.84922, 45.75239], [4.84923, 45.75237], [4.84923, 45.75234], [4.84923, 45.75232], [4.84919, 45.7522], [4.84914, 45.75204], [4.84904, 45.75171], [4.8487, 45.75144], [4.84818, 45.75103], [4.84814, 45.75095], [4.84811, 45.75085], [4.84804, 45.75071], [4.84802, 45.75064], [4.848, 45.75051], [4.848, 45.7504], [4.84795, 45.74998], [4.84795, 45.74994], [4.84792, 45.74968], [4.84787, 45.74968], [4.84783, 45.74968], [4.84779, 45.74969], [4.84775, 45.7497], [4.84769, 45.74973], [4.84716, 45.75001], [4.84709, 45.75005], [4.84678, 45.75022], [4.84626, 45.75053], [4.8467, 45.75089], [4.84607, 45.75132], [4.84566, 45.75158], [4.84595, 45.75204], [4.84615, 45.75243], [4.84575, 45.75268], [4.84573, 45.75269], [4.84508, 45.75303], [4.8449, 45.75314], [4.84452, 45.75341], [4.84445, 45.75349], [4.84412, 45.7538], [4.84381, 45.7541], [4.84364, 45.75429], [4.84338, 45.7546], [4.84328, 45.75473], [4.84316, 45.75493], [4.84307, 45.75511], [4.84302, 45.75529]]]]","REGIE CONSEIL LYON -, vous propose à la location :

Lyon 7ème, Prox Métro Saxe Gambetta 11 rue Sébastien Gryphe, un T3 de 74.47m² au 1er étage sans ascenseur, comprenant : hall d'entrée, cuisine ouverte avec bar sur beau séjour avec parquet et cheminée décorative, 2 chambres dont 1 avec alcôve , SDB avec WC, chauffage individuel gaz par chaudière. Eau froide et chaude individuelle. . Possibilité de louer une place de parking dans immeuble en plus du loyer.
Zone soumise à encadrement des loyers : Loyer de référence: 901.09 euros / Loyer majoré : 1080 euros
DPE : D 169 / D35
Montant estimé des dépenses annuelles d'énergie utilisés pour un usage standard : entre 940 euros et 1310 euros par an, Prix moyens des énergies indexés au 1er janvier 2021 (abonnement compris).Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques: 

Disponible au 01/01/2026 Pour les visites contacter REGIE CONSEIL LYON 

- Loyer : 1 111 euros /mois CC dont 31 euros de provision pour charges locatives (régularisation annuelle)
- Dépôt de garantie : 1 080 euros
- Honoraires à la charge du locataire : 968 euros TTC dont 223.41 euros pour l'état des lieux",11 RUE SEBASTIEN GRYPHE,Appartement à louer,"['3 pièces', '2 chambres', '74,5 m²', '1er étage']",1111.0,seloger,25K63V3LXXTY,3.0,2.0,74.5,1.0,3 pièces,2 chambres,"74,5 m²",1er étage,,,,,4.846694654302023,45.75261529444412,15.0
2025-12-09 08:56:00+00:00,2025-12-09 09:01:10.946000+00:00,Lyon 2ème,69002,FRA,Point,"[4.828817, 45.7521327]","Appartement 50 m² – Hyper centre Lyon – Rue Victor Hugo

Disponible du 1er janvier 2026 au 31 juillet 2026

Idéalement situé 61 rue Victor Hugo, au cœur du très recherché quartier d'Ainay / Bellecour, cet appartement de 50 m² offre un cadre de vie rare : calme, lumineux et à quelques pas seulement de TOUT.

Entièrement meublé et équipé, il est parfait pour un professionnel en mission, un étudiant en mobilité de quelques-mois.

Description du logement :

- Superficie : 50 m²

- Chambre séparée (rare en hypercentre)

- Grande pièce de vie lumineuse

Cuisine moderne entièrement équipée :

 Four
 Four à micro-ondes
 Plaques + hotte
 Réfrigérateur & congélateur
 Lave-linge

Salon confortable avec :

 Canapé
 Télévision
 Table basse

- Internet haut débit inclus

- Salle de bain fonctionnelle

- Rangements nombreux

- Appartement prêt-à-vivre, décor chaleureux et parquet ancien

Accès écoles & universités :

- Université Catholique (UCLy) : 10 min à pied

- EM Lyon / Ecully : 20 min (métro + bus)

- Sciences Po Lyon : 12 min à pied

- Université Lyon 2 – Berges du Rhône : 15 min à pied

- Université Lyon 3 : 18 min en transport

Localisation EXCEPTIONNELLE :

L'appartement se situe sur la rue Victor Hugo, l'une des plus emblématiques de Lyon, entre Perrache et Bellecour.

À pied :

- Place Bellecour : 5 minutes

- Métro A – Ampère : 1 minute

- Gare Perrache : 6 minutes

- Commerces, restaurants, boulangeries : au pied de l'immeuble

- Vieux-Lyon : 10 minutes

Transports à proximité :

- Métro A (Ampère & Bellecour)

- Tram T1 & T2 (Perrache)

- Vélov à 30 secondes

Updated on 09/12/2025
  Mise à jour le 09/12/2025",Appartement de 50m2,Appartement à louer,"['2 pièces', '1 chambre', '50 m²', '5ème étage']",1180.0,seloger,25BQJMKHHNJ8,2.0,1.0,50.0,5.0,2 pièces,1 chambre,50 m²,5ème étage,,,,,4.828817,45.7521327,24.0
,2025-12-01 18:28:47.289773+00:00,Lyon,69009,FR,Point,"[4.830691, 45.79811899999993]","Nous louons notre duplex de 110 m² (103 m² Carrez),  baigné de lumière et avec une vue imprenable sur la Saône et l’île Barbe.

Au premier niveau, un vaste séjour de 55 m² s’ouvre sur la Saône, offrant un panorama apaisant à toute heure de la journée. La cuisine ouverte, entièrement équipée, allie design et convivialité, complétée par un cellier fonctionnel.

À l’étage supérieur, l’espace nuit se compose de trois chambres, dont une suite parentale élégante, ainsi qu’une salle de bains et des toilettes indépendantes.

L’ensemble marie cachet de l’ancien (poutres apparentes, hauteur sous plafond) et finitions haut de gamme.

Une cave complète ce bien.

🌿 Les atouts qui font la différence
- Vue panoramique sur la Saône et l’île Barbe
- Prestations soignées et matériaux de qualité
- Appartement rénové, aucun travaux à prévoir
- Quadruple vitrage pour un confort optimal

💡 Informations pratiques
Petite copropriété calme de 8 lots
Chauffage individuel au gaz

📍 Un cadre de vie rare et recherché
Situé au cœur du quartier prisé de Saint-Rambert – L’île Barbe, ce duplex bénéficie d’un environnement verdoyant et paisible, à quelques pas des commerces de proximité : boulangerie, pharmacie, presse, restaurants…

Le plateau de Saint-Rambert est accessible à pied en 10 minutes, en traversant le parc de Montpellas.",Magnifique Duplex T4 de 110 m² avec vue imprenable sur l'île Barbe,Appartement à louer,"['4 pièces', '3 chambres', '103 m²', 'Étage 1/2']",1650.0,seloger,25F2V9LMJTXD,4.0,3.0,103.0,12.0,4 pièces,3 chambres,103 m²,Étage 1/2,,,,,4.830691,45.79811899999993,16.0
2025-12-02 10:27:00+00:00,2025-12-03 01:17:09.110000+00:00,Lyon 7ème,69007,FRA,Point,"[4.847994, 45.7509286]","Plusse vous propose un charmant studio meublé de 14 m2 situé au 4 rue de la Madeleine Lyon 69007.

Situé au cœur de Saxe Gambetta et de la Guillotière, l'emplacement du studio permet d'allier vie de quartier animée et confort quotidien : commerces, cafés, restaurants et toutes les commodités sont accessibles à pied, vous permettant de profiter pleinement de votre quotidien sans avoir besoin de vous déplacer.
Ce secteur séduit autant les familles que les jeunes actifs grâce à son ambiance conviviale, ses rues agréables et son équilibre entre vie urbaine et cadre résidentiel, le tout au sein d'un projet moderne et dynamique, pensé pour le confort et le bien-être de ses habitants.

[Disponible : 2025-12-01 ]

Ce studio très fonctionnel et lumineux, avec une belle hauteur sous plafond, dispose de :
- Une pièce à vivre optimisée, avec un petit canapé et plusieurs espaces de rangement astucieusement intégrés.
- Un coin cuisine entièrement équipé, comprenant frigo, congélateur, micro-ondes, plaques de cuisson et rangements pratiques.
- Un coin repas modulable, avec une table abattante fixée au mur, idéale pour profiter de l'espace sans encombrer la pièce.
- Une mezzanine avec lit double (160x200 €cm), accessible par une échelle, offrant un espace nuit confortable et bien séparé de la pièce de vie.
- Une salle d'eau avec WC intégré, pratique et fonctionnelle.
 L'ensemble de l'appartement est pensé pour optimiser chaque mètre carré, alliant confort, fonctionnalité et luminosité.

L'appartement se situe dans le 7 € arrondissement, à proximité immédiate des transports en commun :
- À environ 3 €minutes à pied de la station Saxe-Gambetta (métro B & D), ce qui permet d'accéder rapidement au centre-ville comme à la périphérie.
- À moins de 5–6 €minutes à pied de la station Jean Macé (tram + bus + métro selon l'arrêt), offrant de nombreuses liaisons avec le reste de Lyon.
- Plusieurs lignes de bus (35, C5, C12, C14, C7, etc.) desservent l'immeuble ou arrivent très près, facilitant les trajets quotidiens.

Honoraires à la charge du locataire : 182 €TTC dont 42€ pour les frais d'état des lieux et 140 pour les frais de visites, constitution du dossier et rédaction du bail.
Dépôt de garantie : 1010 €
Montant du loyer charges comprises : 535 € / mois
Loyer hors charges : 505 €
Montant des charges : 30 € / mois - Provision pour charge
Charges incluses : Eau froide, Entretien des parties communes, Taxe d'enlèvement des ordures ménagères
Charges NON incluses : Eau chaude et froide, Electricité, Chauffage, Internet

Montant du loyer de référence majoré = 325.68€
Montant du loyer de base = 325.68€ / mois
Montant éventuel du complément de loyer : 180.2€ / mois

Classement du logement en matière de performance énergétique : E : de 230 à 330 - E - 329 kWhEP/m².an
Classement du logement en matière d'émissions de gaz à effet de serre : B : de 6 à 10 - B - 10 kg éqCO2/m².an

À saisir rapidement !

Société PLUSSE SAS - ??Numéro SIRET : 84888128000012 - Numéro RCS Lyon B 848 881 280
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",4 rue de la Madeleine Lyon 69007 - T1 Meublé - 535 €CC,Appartement à louer,"['1 pièce', '14 m²', '3ème étage']",535.0,seloger,258RQJ1VTD44,1.0,,14.0,3.0,1 pièce,,14 m²,3ème étage,,,,,4.847994,45.7509286,38.0
